RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA511394,,11/14/2017 12:00,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/14/2017 12:45,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,11850,S,MARSHFIELD AVE,2234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.67783661,-87.66263112,POINT (-87.662631118512 41.677836604569),1
JA511428,,11/14/2017 12:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/14/2017 13:00,NOT APPLICABLE,NOT APPLICABLE,2608,N,LECLAIRE AVE,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.92812414,-87.75398414,POINT (-87.753984136 41.928124136356),1
JA511539,,11/14/2017 12:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 12:00,IMPROPER LANE USAGE,IMPROPER LANE USAGE,60,W,43RD ST,213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,11,41.81656792,-87.62856488,POINT (-87.628564884216 41.816567915659),1
JA511593,,11/14/2017 12:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 15:05,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1100,W,47TH ST,925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,11,41.80887169,-87.65294073,POINT (-87.652940728409 41.808871690259),1
JA511378,Y,11/14/2017 12:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,2,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,,,"$501 - $1,500",11/14/2017 12:15,NOT APPLICABLE,NOT APPLICABLE,6122,S,INDIANA AVE,311,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.78314764,-87.62069701,POINT (-87.620697014251 41.783147636211),1
JA512974,,11/14/2017 12:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/15/2017 15:45,NOT APPLICABLE,NOT APPLICABLE,2915,N,BROADWAY,1934,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.93546649,-87.6440986,POINT (-87.644098596426 41.935466487564),1
JA511467,,11/14/2017 12:01,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 13:45,IMPROPER LANE USAGE,NOT APPLICABLE,1127,N,OAKLEY BLVD,1212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.90197747,-87.68440486,POINT (-87.68440485785 41.901977466493),1
JA511383,,11/14/2017 12:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/14/2017 12:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3047,W,FULLERTON AVE,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.9246355,-87.70409276,POINT (-87.704092763122 41.924635497131),1
JA512057,,11/14/2017 12:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 20:10,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3833,W,BELMONT AVE,2523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,11,41.93903006,-87.72345542,POINT (-87.72345541606 41.939030057947),1
JA511553,,11/14/2017 12:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 15:00,IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,4300,S,RACINE AVE,924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,11,41.81593883,-87.65547887,POINT (-87.655478868506 41.81593883068),1
JA522715,,11/14/2017 12:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/23/2017 12:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,384,E,83RD ST,631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,3,11,41.74392095,-87.61482907,POINT (-87.614829070716 41.743920951036),1
JA511938,,11/14/2017 12:30,25,OTHER,OTHER,CLEAR,DAYLIGHT,FIXED OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 18:45,NOT APPLICABLE,NOT APPLICABLE,1800,W,WARNER AVE,1912,,,,,,,1,,,,,,,,,12,3,11,41.95706518,-87.67440019,POINT (-87.674400194165 41.957065174814),1
JA515177,,11/14/2017 12:35,30,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,OTHER OBJECT,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/17/2017 11:00,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,UNABLE TO DETERMINE,1161,S,CLARK ST,123,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.86746454,-87.63029035,POINT (-87.630290354321 41.867464542105),1
JA511585,,11/14/2017 12:40,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,Y,$500 OR LESS,11/14/2017 14:12,IMPROPER BACKING,UNABLE TO DETERMINE,6211,N,LINCOLN AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,3,11,41.99481704,-87.71434277,POINT (-87.714342768281 41.994817043186),1
JA511469,,11/14/2017 12:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 13:31,NOT APPLICABLE,NOT APPLICABLE,5500,S,KEDZIE AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,3,11,41.79342024,-87.70369751,POINT (-87.703697508454 41.793420236756),1
JA511479,,11/14/2017 13:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 13:50,UNABLE TO DETERMINE,NOT APPLICABLE,811,W,JACKSON BLVD,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,11,41.87783014,-87.64773606,POINT (-87.64773606109 41.8778301358),1
JA511719,,11/14/2017 13:05,15,UNKNOWN,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 16:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8050,S,JEFFERY BLVD,414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,3,11,41.74828492,-87.57606987,POINT (-87.576069865267 41.748284917981),1
JA511482,,11/14/2017 13:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 13:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7840,S,HALSTED ST,621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,11,41.75123755,-87.64420335,POINT (-87.644203347464 41.751237552327),1
JA511447,,11/14/2017 13:20,30,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/14/2017 13:30,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,200,E,75TH ST,323,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,13,3,11,41.75843178,-87.61984822,POINT (-87.619848215717 41.75843177925),1
JA511475,,11/14/2017 13:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/14/2017 13:35,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,256,W,111TH ST,513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,11,41.69261162,-87.63012032,POINT (-87.630120319609 41.692611621934),1
JA511493,,11/14/2017 13:34,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",11/14/2017 13:44,UNABLE TO DETERMINE,NOT APPLICABLE,1400,W,72ND PL,734,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,11,41.76236293,-87.65897999,POINT (-87.658979992307 41.762362930053),1
JA511497,,11/14/2017 13:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/14/2017 13:50,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,1901,W,IRVING PARK RD,1922,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,13,3,11,41.9540769,-87.67644728,POINT (-87.676447278627 41.954076898282),1
JA513151,,11/14/2017 13:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/15/2017 17:53,EXCEEDING SAFE SPEED FOR CONDITIONS,UNABLE TO DETERMINE,1251,S,CLARK ST,131,,,,Y,CONSTRUCTION,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,3,11,41.86594164,-87.63025356,POINT (-87.630253558563 41.865941643943),1
JA511717,,11/14/2017 14:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/14/2017 16:39,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4941,N,KILDARE AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,3,11,41.97120652,-87.73536967,POINT (-87.735369674222 41.971206524092),1
JA511745,,11/14/2017 14:01,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAWN,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/14/2017 16:01,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,215,W,LAKE ST,122,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,14,3,11,41.88562122,-87.63450136,POINT (-87.634501357737 41.885621216446),1
JA511626,,11/14/2017 14:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/14/2017 15:35,NOT APPLICABLE,NOT APPLICABLE,5498,N,HARLEM AVE,1613,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,14,3,11,41.98102038,-87.80711173,POINT (-87.807111727871 41.981020382487),1
JA511561,Y,11/14/2017 14:15,30,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/14/2017 14:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4808,W,WILSON AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,3,11,41.96447864,-87.74818396,POINT (-87.748183959422 41.964478637753),1
JA512963,,11/14/2017 14:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/15/2017 15:45,IMPROPER LANE USAGE,UNABLE TO DETERMINE,669,N,MICHIGAN AVE,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.89454046,-87.6240953,POINT (-87.624095296979 41.894540455314),1
JA511575,,11/14/2017 14:16,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/14/2017 14:40,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1129,W,MARQUETTE RD,724,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.77224187,-87.65303302,POINT (-87.65303302442 41.772241867811),1
JA520656,,11/14/2017 14:19,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/21/2017 16:40,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,4437,W,WEST END AVE,1113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.88311727,-87.73708349,POINT (-87.737083484732 41.883117269029),1
JA511532,,11/14/2017 14:20,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/14/2017 14:38,UNABLE TO DETERMINE,UNABLE TO DETERMINE,635,W,GRAND AVE,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.89111944,-87.64430185,POINT (-87.644301851923 41.891119435991),1
JA511820,,11/14/2017 14:20,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,N,"$501 - $1,500",11/14/2017 17:00,UNABLE TO DETERMINE,NOT APPLICABLE,3616,S,NORMAL AVE,915,N,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,3,11,41.82845289,-87.6388879,POINT (-87.638887902995 41.828452892983),1
JA511712,,11/14/2017 14:20,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/14/2017 16:14,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1850,W,ROOSEVELT RD,1231,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,14,3,11,41.86690584,-87.67331592,POINT (-87.673315916273 41.866905837562),1
JA511856,,11/14/2017 14:21,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/14/2017 17:57,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1151,S,WOOD ST,1231,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,14,3,11,41.86695926,-87.67120735,POINT (-87.671207347908 41.866959258613),1
JA511601,,11/14/2017 14:25,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 15:00,UNABLE TO DETERMINE,NOT APPLICABLE,6000,W,BERENICE AVE,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,3,11,41.95042051,-87.77680209,POINT (-87.77680209333 41.950420505291),1
JA511696,,11/14/2017 14:28,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 15:41,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3415,S,ARCHER AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.83179086,-87.67512955,POINT (-87.675129547872 41.831790857859),1
JA511545,,11/14/2017 14:29,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/14/2017 14:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,400,W,KINZIE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.88919328,-87.6381507,POINT (-87.63815069502 41.889193279096),1
JA511568,,11/14/2017 14:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/14/2017 14:50,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",FAILING TO YIELD RIGHT-OF-WAY,8235,S,VINCENNES AVE,622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,14,3,11,41.74429713,-87.63575609,POINT (-87.635756092074 41.744297133061),1
JA511780,,11/14/2017 14:30,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/14/2017 17:05,UNABLE TO DETERMINE,NOT APPLICABLE,7231,S,WENTWORTH AVE,731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.76267506,-87.62956125,POINT (-87.629561250361 41.762675055593),1
JA511564,Y,11/14/2017 14:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/14/2017 15:05,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1,W,RANDOLPH ST,111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.88438065,-87.62798705,POINT (-87.627987045687 41.884380650633),1
JA511554,,11/14/2017 14:34,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/14/2017 14:41,IMPROPER LANE USAGE,NOT APPLICABLE,5851,S,WESTERN AVE,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,14,3,11,41.78684965,-87.68369328,POINT (-87.683693278504 41.786849652436),1
JA511691,,11/14/2017 14:40,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/14/2017 16:20,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,7200,S,WENTWORTH AVE,731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,3,11,41.76351932,-87.62987307,POINT (-87.629873071249 41.763519320311),1
JA511572,,11/14/2017 14:40,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,,"OVER $1,500",11/14/2017 14:48,DRIVING ON WRONG SIDE/WRONG WAY,NOT APPLICABLE,7700,S,LOWE AVE,621,,Y,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,2,0,14,3,11,41.75422801,-87.64061712,POINT (-87.640617114604 41.754228010378),1
JA512554,,11/14/2017 14:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/15/2017 10:40,UNABLE TO DETERMINE,NOT APPLICABLE,1953,N,CLYBOURN AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,11,41.9165503,-87.65716548,POINT (-87.657165480654 41.916550298294),1
JA511595,,11/14/2017 14:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/14/2017 15:15,IMPROPER BACKING,UNABLE TO DETERMINE,340,W,CHICAGO AVE,1823,,,,,,,,,,,,,,,,14,3,11,41.89665962,-87.63724781,POINT (-87.637247807935 41.896659619828),1
JA511630,,11/14/2017 14:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/14/2017 15:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1100,N,LAMON AVE,1531,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,4,0,14,3,11,41.90053541,-87.7485293,POINT (-87.74852930251 41.900535412203),1
