RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JA508435,,11/11/2017 11:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2017 11:55:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,215,E,35TH ST,212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,7,11,41.830956065,-87.621113284,POINT (-87.621113283981 41.830956064786)
JA508433,,11/11/2017 11:28:00 PM,30,STOP SIGN/FLASHER,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2017 11:29:00 PM,NOT APPLICABLE,FAILING TO REDUCE SPEED TO AVOID CRASH,7200,S,WENTWORTH AVE,731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,7,11,41.76351932,-87.629873071,POINT (-87.629873071249 41.763519320311)
JA508463,,11/11/2017 11:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 12:15:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4799,W,LE MOYNE ST,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,23,7,11,41.907701819,-87.745990545,POINT (-87.745990545392 41.907701818952)
JA508466,,11/11/2017 11:56:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2017 11:58:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,630,W,18TH ST,1235,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,23,7,11,41.857711095,-87.643083442,POINT (-87.643083441501 41.857711094904)
JA509112,,11/12/2017 12:00:00 AM,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,99,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/12/2017 02:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5598,S,HYDE PARK BLVD,235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.793508221,-87.584055838,POINT (-87.584055838431 41.793508220671)
JA508447,,11/12/2017 12:01:00 AM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/12/2017 12:05:00 AM,IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,759,W,FULLERTON AVE,1812,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.925344912,-87.648697583,POINT (-87.648697583469 41.925344912018)
JA508458,,11/12/2017 12:05:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/12/2017 12:06:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2700,N,WESTERN AVE,1411,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,0,1,11,41.930439805,-87.687991054,POINT (-87.687991053795 41.93043980451)
JA508472,,11/12/2017 12:11:00 AM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,CENTER TURN LANE,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/12/2017 12:35:00 AM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,800,W,99TH ST,2232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.714323337,-87.643066714,POINT (-87.643066714219 41.714323337011)
JA508468,,11/12/2017 12:12:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/12/2017 12:12:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1201,N,ASHLAND AVE,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,0,1,11,41.903382282,-87.667349348,POINT (-87.667349347861 41.903382282121)
JA508483,,11/12/2017 12:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",11/12/2017 12:35:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2818,N,CENTRAL PARK AVE,2523,,,,N,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.93248561,-87.717353194,POINT (-87.717353194135 41.932485609518)
JA508469,,11/12/2017 12:20:00 AM,30,UNKNOWN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/12/2017 12:39:00 AM,DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,800,W,NORTH AVE,1813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.91102851,-87.648335806,POINT (-87.64833580602 41.911028509812)
JA508467,,11/12/2017 12:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/12/2017 12:23:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2710,N,HALSTED ST,1935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.931879303,-87.649128921,POINT (-87.649128920925 41.931879303411)
JA508450,,11/12/2017 12:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/12/2017 12:25:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,541,N,RUSH ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.892194968,-87.625230863,POINT (-87.625230863447 41.892194967717)
JA508745,,11/12/2017 12:30:00 AM,0,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 09:07:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,671,W,DIVISION ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.903563082,-87.645912176,POINT (-87.645912176187 41.903563082413)
JA508940,Y,11/12/2017 12:30:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/12/2017 12:37:00 PM,NOT APPLICABLE,NOT APPLICABLE,10519,S,DR MARTIN LUTHER KING JR DR,512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.703064654,-87.613506255,POINT (-87.613506254829 41.703064654295)
JA508752,,11/12/2017 12:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/12/2017 09:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7061,N,RAVENSWOOD AVE,2424,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,42.01076499,-87.6752475,POINT (-87.675247499536 42.01076498991)
JA508481,,11/12/2017 12:37:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/12/2017 12:39:00 AM,IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,134,N,CICERO AVE,1532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,0,1,11,41.882995755,-87.745517787,POINT (-87.745517786886 41.882995754616)
JA508488,,11/12/2017 12:40:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/12/2017 12:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2831,W,71ST ST,831,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,0,1,11,41.764408905,-87.694186942,POINT (-87.694186941519 41.764408905261)
JA508493,Y,11/12/2017 12:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/12/2017 12:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2122,W,TAYLOR ST,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.869177209,-87.67907557,POINT (-87.679075569553 41.869177208907)
JA509034,Y,11/12/2017 01:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 02:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,11548,S,STATE ST,522,N,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.683890702,-87.622991557,POINT (-87.622991557168 41.683890701977)
JA508538,,11/12/2017 01:00:00 AM,35,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/12/2017 02:15:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,500,N,STATE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,1,11,41.890903691,-87.628186123,POINT (-87.628186123483 41.890903690741)
JA508495,,11/12/2017 01:00:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/12/2017 01:25:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,700,W,CHICAGO AVE,1213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,1,1,11,41.896534314,-87.646163439,POINT (-87.646163438974 41.896534314246)
JA508511,,11/12/2017 01:00:00 AM,35,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,N,"OVER $1,500",11/12/2017 01:00:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,EXCEEDING SAFE SPEED FOR CONDITIONS,6007,S,DAMEN AVE,714,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,4,0,1,1,11,41.784547115,-87.673897092,POINT (-87.673897092422 41.784547115398)
JA508662,,11/12/2017 01:15:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 06:10:00 AM,IMPROPER BACKING,UNABLE TO DETERMINE,11,E,87TH ST,632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,1,1,11,41.736208153,-87.623660196,POINT (-87.623660196398 41.736208152994)
JA508501,,11/12/2017 01:29:00 AM,25,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",11/12/2017 01:31:00 AM,EXCEEDING SAFE SPEED FOR CONDITIONS,FAILING TO REDUCE SPEED TO AVOID CRASH,6740,S,ST LAWRENCE AVE,321,,,,,,,5,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.771836643,-87.610727879,POINT (-87.610727879437 41.771836643269)
JA508509,,11/12/2017 01:32:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/12/2017 01:35:00 AM,DISREGARDING TRAFFIC SIGNALS,EXCEEDING SAFE SPEED FOR CONDITIONS,340,W,GRAND AVE,1831,,,,,,,2,INCAPACITATING INJURY,2,0,1,0,1,1,0,1,1,11,41.891654251,-87.637113331,POINT (-87.637113330842 41.891654250965)
JA508537,,11/12/2017 01:42:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/12/2017 01:42:00 AM,IMPROPER BACKING,EXCEEDING SAFE SPEED FOR CONDITIONS,5104,N,HAMLIN AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.973921835,-87.723437101,POINT (-87.723437101129 41.973921835409)
JA508546,Y,11/12/2017 01:45:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 01:48:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,8430,S,BAKER AVE,424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.741307421,-87.546947523,POINT (-87.546947523227 41.741307420512)
JA508533,,11/12/2017 02:00:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/12/2017 02:10:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,222,W,ERIE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,11,41.894086944,-87.635142233,POINT (-87.635142233378 41.894086944212)
JA508518,,11/12/2017 02:03:00 AM,35,OTHER,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/12/2017 02:03:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),346,N,PINE AVE,1523,,,,,,,5,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,1,11,41.88717369,-87.763571339,POINT (-87.763571338633 41.88717369036)
JA508541,,11/12/2017 02:04:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,RAMP,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/12/2017 02:05:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,601,W,IRVING PARK RD,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,11,41.954526042,-87.645322614,POINT (-87.645322613574 41.954526041729)
JA508554,,11/12/2017 02:05:00 AM,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/12/2017 02:11:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3224,W,47TH ST,821,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,1,11,41.80821538,-87.705043037,POINT (-87.705043037064 41.808215379637)
JA508534,,11/12/2017 02:05:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/12/2017 02:06:00 AM,WEATHER,UNABLE TO DETERMINE,3199,W,COLUMBUS AVE,835,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,1,11,41.750423881,-87.70227717,POINT (-87.70227716972 41.750423880913)
JA508544,,11/12/2017 02:10:00 AM,40,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,OTHER OBJECT,DIVIDED - W/MEDIAN BARRIER,8,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/12/2017 02:14:00 AM,WEATHER,NOT APPLICABLE,970,N,LAKE SHORE DR SB,1833,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,1,11,41.90080611,-87.619723961,POINT (-87.619723961393 41.90080610974)
JA508569,N,11/12/2017 02:30:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/12/2017 03:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1400,N,WELLS ST,1821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,11,41.907738477,-87.634754618,POINT (-87.634754618366 41.907738477358)
JA508567,,11/12/2017 02:31:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/12/2017 02:33:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,11609,S,ASHLAND AVE,524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,1,11,41.682688549,-87.661366659,POINT (-87.661366658671 41.682688549054)
JA508556,,11/12/2017 02:32:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/12/2017 02:33:00 AM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,6800,S,ASHLAND AVE,725,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,1,1,1,0,2,1,11,41.770278756,-87.664112433,POINT (-87.664112432605 41.770278756122)
JA509122,,11/12/2017 02:45:00 AM,25,STOP SIGN/FLASHER,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/12/2017 03:40:00 PM,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,301,W,ERIE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,11,41.893858582,-87.635707996,POINT (-87.635707996292 41.893858581799)
JA508819,Y,11/12/2017 03:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/12/2017 09:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,642,N,KEDZIE AVE,1121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,1,11,41.893176642,-87.706631219,POINT (-87.706631218529 41.893176642493)
JA510103,,11/12/2017 03:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2017 12:19:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,4422,S,WALLACE ST,925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,1,11,41.813694483,-87.64094488,POINT (-87.640944879925 41.813694483238)
JA509199,,11/12/2017 03:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/12/2017 04:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1516,N,MILWAUKEE AVE,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,1,11,41.908995615,-87.675531656,POINT (-87.675531656472 41.90899561514)
JA508573,,11/12/2017 03:01:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/12/2017 03:02:00 AM,NOT APPLICABLE,NOT APPLICABLE,3958,W,FULLERTON AVE,2524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,1,11,41.924594566,-87.72671052,POINT (-87.726710520322 41.924594566385)
JA508602,Y,11/12/2017 03:05:00 AM,30,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/12/2017 03:21:00 AM,FAILING TO YIELD RIGHT-OF-WAY,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,8800,S,HALSTED ST,2223,,,,,,,2,INCAPACITATING INJURY,2,0,2,0,0,2,0,3,1,11,41.734222631,-87.64371259,POINT (-87.643712589891 41.734222630546)
